Build Timestamp (UTC)	Build	Job	Job URL	Build Trigger	Allow Job Failure	PR#	Branch	Commit	Commit Range	Commit Message	Sketch Filename	Board ID	IDE Version	Program Storage (bytes)	Dynamic Memory (bytes)	# Warnings	Allow Failure	Exit Code	Board Error
2017-06-14 07:52:22	481	481.3	https://travis-ci.org/per1234/arduino-ci-script/jobs/242724411	push	false	false	revert-to-previous-verbosity	002dc052ef9bd1de36884d618e3984667e2c5b9b	6c1e39460431...002dc052ef9b	Revert to previous verbosity settings	/home/travis/arduino-ide/arduino/examples/01.Basics/BareMinimum/BareMinimum.ino	arduino:sam:arduino_due_x_dbg	1.8.3	22084		0	false	0	
2017-06-14 07:52:29	481	481.3	https://travis-ci.org/per1234/arduino-ci-script/jobs/242724411	push	false	false	revert-to-previous-verbosity	002dc052ef9bd1de36884d618e3984667e2c5b9b	6c1e39460431...002dc052ef9b	Revert to previous verbosity settings	/home/travis/arduino-ide/arduino/examples/01.Basics/BareMinimum/BareMinimum.ino	MiniCore:avr:328:variant=modelP,BOD=2v7,LTO=Os,clock=16MHz_external	1.8.1	450	9	0	false	0	
2017-06-14 07:52:35	481	481.3	https://travis-ci.org/per1234/arduino-ci-script/jobs/242724411	push	false	false	revert-to-previous-verbosity	002dc052ef9bd1de36884d618e3984667e2c5b9b	6c1e39460431...002dc052ef9b	Revert to previous verbosity settings	/home/travis/arduino-ide/arduino/examples/01.Basics/BareMinimum/BareMinimum.ino	ATTinyCore-master:avr:attinyx5:LTO=disable,TimerClockSource=default,chip=85,clock=8internal,bod=disable	1.8.1	304	9	0	false	0	
2017-06-14 07:52:41	481	481.3	https://travis-ci.org/per1234/arduino-ci-script/jobs/242724411	push	false	false	revert-to-previous-verbosity	002dc052ef9bd1de36884d618e3984667e2c5b9b	6c1e39460431...002dc052ef9b	Revert to previous verbosity settings	/home/travis/arduino-ide/arduino/examples/01.Basics/BareMinimum/BareMinimum.ino	ATTinyCore-master:avr:attinyx5:LTO=disable,TimerClockSource=default,chip=85,clock=8internal,bod=disable	1.8.2	304	9	0	false	0	
2017-06-14 07:52:48	481	481.3	https://travis-ci.org/per1234/arduino-ci-script/jobs/242724411	push	false	false	revert-to-previous-verbosity	002dc052ef9bd1de36884d618e3984667e2c5b9b	6c1e39460431...002dc052ef9b	Revert to previous verbosity settings	/home/travis/arduino-ide/arduino/examples/01.Basics/BareMinimum/BareMinimum.ino	MightyCore:avr:1284:pinout=standard,variant=modelP,BOD=2v7,LTO=Os,clock=16MHz_external	1.8.1	512	9	0	false	0	
2017-06-14 07:52:55	481	481.3	https://travis-ci.org/per1234/arduino-ci-script/jobs/242724411	push	false	false	revert-to-previous-verbosity	002dc052ef9bd1de36884d618e3984667e2c5b9b	6c1e39460431...002dc052ef9b	Revert to previous verbosity settings	/home/travis/arduino-ide/arduino/examples/01.Basics/BareMinimum/BareMinimum.ino	MightyCore:avr:1284:pinout=standard,variant=modelP,BOD=2v7,LTO=Os,clock=16MHz_external	1.8.2	512	9	0	false	0	
2017-06-14 07:53:02	481	481.3	https://travis-ci.org/per1234/arduino-ci-script/jobs/242724411	push	false	false	revert-to-previous-verbosity	002dc052ef9bd1de36884d618e3984667e2c5b9b	6c1e39460431...002dc052ef9b	Revert to previous verbosity settings	/home/travis/arduino-sketchbook/libraries/MPU9250/examples/MPU9250/MPU9250.ino	arduino:avr:uno	1.8.3	7904	462	1	false	0	
2017-06-14 07:53:05	481	481.3	https://travis-ci.org/per1234/arduino-ci-script/jobs/242724411	push	false	false	revert-to-previous-verbosity	002dc052ef9bd1de36884d618e3984667e2c5b9b	6c1e39460431...002dc052ef9b	Revert to previous verbosity settings	/home/travis/arduino-sketchbook/libraries/NewPing/examples/NewPingExample/NewPingExample.pde	arduino:avr:uno	1.5.2	2464	222	0	false	0	
2017-06-14 07:53:08	481	481.3	https://travis-ci.org/per1234/arduino-ci-script/jobs/242724411	push	false	false	revert-to-previous-verbosity	002dc052ef9bd1de36884d618e3984667e2c5b9b	6c1e39460431...002dc052ef9b	Revert to previous verbosity settings	/home/travis/arduino-sketchbook/libraries/NewPing/examples/NewPingExample/NewPingExample.pde	arduino:avr:uno	1.5.3	2464	222	0	false	0	
2017-06-14 07:53:12	481	481.3	https://travis-ci.org/per1234/arduino-ci-script/jobs/242724411	push	false	false	revert-to-previous-verbosity	002dc052ef9bd1de36884d618e3984667e2c5b9b	6c1e39460431...002dc052ef9b	Revert to previous verbosity settings	/home/travis/arduino-sketchbook/libraries/NewPing/examples/NewPingExample/NewPingExample.pde	arduino:avr:uno	1.5.4	2464	222	0	false	0	
