Build Timestamp (UTC)	Build	Job	Job URL	Build Trigger	Allow Job Failure	PR#	Branch	Commit	Commit Range	Commit Message	Sketch Filename	Board ID	IDE Version	Program Storage (bytes)	Dynamic Memory (bytes)	# Warnings	Allow Failure	Exit Code	Board Error
2017-05-12 22:11:34	413	413.3	https://travis-ci.org/per1234/arduino-ci-script/jobs/231733770	push	false	false	fix-filename-handling	e6c1b9b469654c9168e7f621cdd3b8bbe7007abc	5724e9953e43...e6c1b9b46965	Fix bug with push failure error message	/usr/local/share/arduino/examples/01.Basics/BareMinimum/BareMinimum.ino	arduino:sam:arduino_due_x_dbg	1.8.2	22084		0	false	0	
2017-05-12 22:11:40	413	413.3	https://travis-ci.org/per1234/arduino-ci-script/jobs/231733770	push	false	false	fix-filename-handling	e6c1b9b469654c9168e7f621cdd3b8bbe7007abc	5724e9953e43...e6c1b9b46965	Fix bug with push failure error message	/usr/local/share/arduino/examples/01.Basics/BareMinimum/BareMinimum.ino	MiniCore:avr:328:variant=modelP,BOD=2v7,LTO=Os,clock=16MHz_external	1.8.1	450	9	0	false	0	
2017-05-12 22:11:46	413	413.3	https://travis-ci.org/per1234/arduino-ci-script/jobs/231733770	push	false	false	fix-filename-handling	e6c1b9b469654c9168e7f621cdd3b8bbe7007abc	5724e9953e43...e6c1b9b46965	Fix bug with push failure error message	/usr/local/share/arduino/examples/01.Basics/BareMinimum/BareMinimum.ino	ATTinyCore-master:avr:attinyx5:LTO=disable,TimerClockSource=default,chip=85,clock=8internal,bod=disable	1.8.1	304	9	0	false	0	
2017-05-12 22:11:53	413	413.3	https://travis-ci.org/per1234/arduino-ci-script/jobs/231733770	push	false	false	fix-filename-handling	e6c1b9b469654c9168e7f621cdd3b8bbe7007abc	5724e9953e43...e6c1b9b46965	Fix bug with push failure error message	/usr/local/share/arduino/examples/01.Basics/BareMinimum/BareMinimum.ino	ATTinyCore-master:avr:attinyx5:LTO=disable,TimerClockSource=default,chip=85,clock=8internal,bod=disable	1.8.2	304	9	0	false	0	
2017-05-12 22:11:59	413	413.3	https://travis-ci.org/per1234/arduino-ci-script/jobs/231733770	push	false	false	fix-filename-handling	e6c1b9b469654c9168e7f621cdd3b8bbe7007abc	5724e9953e43...e6c1b9b46965	Fix bug with push failure error message	/usr/local/share/arduino/examples/01.Basics/BareMinimum/BareMinimum.ino	MightyCore:avr:1284:pinout=standard,variant=modelP,BOD=2v7,LTO=Os,clock=16MHz_external	1.8.1	512	9	0	false	0	
2017-05-12 22:12:06	413	413.3	https://travis-ci.org/per1234/arduino-ci-script/jobs/231733770	push	false	false	fix-filename-handling	e6c1b9b469654c9168e7f621cdd3b8bbe7007abc	5724e9953e43...e6c1b9b46965	Fix bug with push failure error message	/usr/local/share/arduino/examples/01.Basics/BareMinimum/BareMinimum.ino	MightyCore:avr:1284:pinout=standard,variant=modelP,BOD=2v7,LTO=Os,clock=16MHz_external	1.8.2	512	9	0	false	0	
2017-05-12 22:12:13	413	413.3	https://travis-ci.org/per1234/arduino-ci-script/jobs/231733770	push	false	false	fix-filename-handling	e6c1b9b469654c9168e7f621cdd3b8bbe7007abc	5724e9953e43...e6c1b9b46965	Fix bug with push failure error message	/home/travis/Arduino/libraries/MPU9250/examples/MPU9250/MPU9250.ino	arduino:avr:uno	1.8.2	7864	472	1	false	0	
2017-05-12 22:12:17	413	413.3	https://travis-ci.org/per1234/arduino-ci-script/jobs/231733770	push	false	false	fix-filename-handling	e6c1b9b469654c9168e7f621cdd3b8bbe7007abc	5724e9953e43...e6c1b9b46965	Fix bug with push failure error message	/home/travis/Arduino/libraries/NewPing/examples/NewPingExample/NewPingExample.pde	arduino:avr:uno	1.5.2			0	false	0	
2017-05-12 22:12:21	413	413.3	https://travis-ci.org/per1234/arduino-ci-script/jobs/231733770	push	false	false	fix-filename-handling	e6c1b9b469654c9168e7f621cdd3b8bbe7007abc	5724e9953e43...e6c1b9b46965	Fix bug with push failure error message	/home/travis/Arduino/libraries/NewPing/examples/NewPingExample/NewPingExample.pde	arduino:avr:uno	1.5.3			0	false	0	
2017-05-12 22:12:26	413	413.3	https://travis-ci.org/per1234/arduino-ci-script/jobs/231733770	push	false	false	fix-filename-handling	e6c1b9b469654c9168e7f621cdd3b8bbe7007abc	5724e9953e43...e6c1b9b46965	Fix bug with push failure error message	/home/travis/Arduino/libraries/NewPing/examples/NewPingExample/NewPingExample.pde	arduino:avr:uno	1.5.4	3214	217	0	false	0	
