Build Timestamp (UTC)	Build	Job	Job URL	Build Trigger	Allow Job Failure	PR#	Branch	Commit	Commit Range	Commit Message	Sketch Filename	Board ID	IDE Version	Program Storage (bytes)	Dynamic Memory (bytes)	# Warnings	Allow Failure	Exit Code	Board Error
2017-05-15 06:46:49	415	415.3	https://travis-ci.org/per1234/arduino-ci-script/jobs/232313265	push	false	false	handle-push-conflict	72c8fb2cbcdcd27afb5495510e92902af6be0907		Pull from remote report repository before pushing	/usr/local/share/arduino/examples/01.Basics/BareMinimum/BareMinimum.ino	arduino:sam:arduino_due_x_dbg	1.8.2	22084		0	false	0	
2017-05-15 06:46:56	415	415.3	https://travis-ci.org/per1234/arduino-ci-script/jobs/232313265	push	false	false	handle-push-conflict	72c8fb2cbcdcd27afb5495510e92902af6be0907		Pull from remote report repository before pushing	/usr/local/share/arduino/examples/01.Basics/BareMinimum/BareMinimum.ino	MiniCore:avr:328:variant=modelP,BOD=2v7,LTO=Os,clock=16MHz_external	1.8.1	450	9	0	false	0	
2017-05-15 06:47:03	415	415.3	https://travis-ci.org/per1234/arduino-ci-script/jobs/232313265	push	false	false	handle-push-conflict	72c8fb2cbcdcd27afb5495510e92902af6be0907		Pull from remote report repository before pushing	/usr/local/share/arduino/examples/01.Basics/BareMinimum/BareMinimum.ino	ATTinyCore-master:avr:attinyx5:LTO=disable,TimerClockSource=default,chip=85,clock=8internal,bod=disable	1.8.1	304	9	0	false	0	
2017-05-15 06:47:09	415	415.3	https://travis-ci.org/per1234/arduino-ci-script/jobs/232313265	push	false	false	handle-push-conflict	72c8fb2cbcdcd27afb5495510e92902af6be0907		Pull from remote report repository before pushing	/usr/local/share/arduino/examples/01.Basics/BareMinimum/BareMinimum.ino	ATTinyCore-master:avr:attinyx5:LTO=disable,TimerClockSource=default,chip=85,clock=8internal,bod=disable	1.8.2	304	9	0	false	0	
2017-05-15 06:47:16	415	415.3	https://travis-ci.org/per1234/arduino-ci-script/jobs/232313265	push	false	false	handle-push-conflict	72c8fb2cbcdcd27afb5495510e92902af6be0907		Pull from remote report repository before pushing	/usr/local/share/arduino/examples/01.Basics/BareMinimum/BareMinimum.ino	MightyCore:avr:1284:pinout=standard,variant=modelP,BOD=2v7,LTO=Os,clock=16MHz_external	1.8.1	512	9	0	false	0	
2017-05-15 06:47:23	415	415.3	https://travis-ci.org/per1234/arduino-ci-script/jobs/232313265	push	false	false	handle-push-conflict	72c8fb2cbcdcd27afb5495510e92902af6be0907		Pull from remote report repository before pushing	/usr/local/share/arduino/examples/01.Basics/BareMinimum/BareMinimum.ino	MightyCore:avr:1284:pinout=standard,variant=modelP,BOD=2v7,LTO=Os,clock=16MHz_external	1.8.2	512	9	0	false	0	
2017-05-15 06:47:30	415	415.3	https://travis-ci.org/per1234/arduino-ci-script/jobs/232313265	push	false	false	handle-push-conflict	72c8fb2cbcdcd27afb5495510e92902af6be0907		Pull from remote report repository before pushing	/home/travis/Arduino/libraries/MPU9250/examples/MPU9250/MPU9250.ino	arduino:avr:uno	1.8.2	7864	472	1	false	0	
2017-05-15 06:47:34	415	415.3	https://travis-ci.org/per1234/arduino-ci-script/jobs/232313265	push	false	false	handle-push-conflict	72c8fb2cbcdcd27afb5495510e92902af6be0907		Pull from remote report repository before pushing	/home/travis/Arduino/libraries/NewPing/examples/NewPingExample/NewPingExample.pde	arduino:avr:uno	1.5.2			0	false	0	
2017-05-15 06:47:38	415	415.3	https://travis-ci.org/per1234/arduino-ci-script/jobs/232313265	push	false	false	handle-push-conflict	72c8fb2cbcdcd27afb5495510e92902af6be0907		Pull from remote report repository before pushing	/home/travis/Arduino/libraries/NewPing/examples/NewPingExample/NewPingExample.pde	arduino:avr:uno	1.5.3			0	false	0	
2017-05-15 06:47:43	415	415.3	https://travis-ci.org/per1234/arduino-ci-script/jobs/232313265	push	false	false	handle-push-conflict	72c8fb2cbcdcd27afb5495510e92902af6be0907		Pull from remote report repository before pushing	/home/travis/Arduino/libraries/NewPing/examples/NewPingExample/NewPingExample.pde	arduino:avr:uno	1.5.4	3214	217	0	false	0	
